,Title,Artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4162,Singing The Blues,Guy Mitchell,0.664,0.55,-10.096,0.0428,0.522,0.0,0.113,0.714,142.791,144467
4163,Tears on My Pillow,Little Anthony,0.445,0.287,-7.594,0.0258,0.855,0.0,0.325,0.512,100.794,137107
4164,Can't Be Sure,The Sundays,0.516,0.391,-11.191,0.0308,0.776,0.00687,0.039,0.378,127.996,204133
4165,Help The Aged,Pulp,0.242,0.679,-7.132,0.05,0.135,2.54e-06,0.0996,0.339,171.533,268840
4166,Roots Bloody Roots,Sepultura,0.428,0.874,-6.664,0.128,0.000337,0.0419,0.311,0.261,119.708,212253
4167,Goodbye Pork Pie Hat,Charles Mingus,0.356,0.0937,-16.64,0.0353,0.957,0.096,0.209,0.278,86.669,342373
4168,Its Yours,T La Rock,0.84,0.72,-9.561,0.184,0.000482,0.0422,0.114,0.343,98.377,244107
4169,This Is Pop?,XTC,0.568,0.968,-3.618,0.172,0.0389,3.04e-05,0.0577,0.563,135.073,160800
4170,Impossible Germany,Wilco,0.553,0.727,-6.395,0.0254,0.584,0.138,0.113,0.507,104.95,357160
4171,When the Saints Go Marching In,Louis Armstrong,0.531,0.362,-11.71,0.0775,0.85,0.000101,0.121,0.928,206.581,160733
4172,Tunnel Of Love - Intro/The Carousel Waltz,Dire Straits,0.488,0.792,-7.882,0.0373,0.242,0.0147,0.217,0.617,137.54,489507
4173,Emotional Rescue - 2009 Re-Mastered Digital Version,The Rolling Stones,0.678,0.621,-5.478,0.0623,0.111,0.0973,0.0394,0.776,113.389,339400
4174,Rather Be (feat. Jess Glynne),Clean Bandit,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833
4175,Slow,Kylie Minogue,0.772,0.845,-8.082,0.0468,0.0133,0.166,0.139,0.573,114.997,193667
4176,"American Skin (41 Shots) - Live at Madison Square Garden, New York, NY - June/July 2000",Bruce Springsteen,0.476,0.451,-7.897,0.0269,0.125,6.66e-06,0.524,0.0745,103.016,465000
4177,Evil Ways,Santana,0.704,0.528,-13.382,0.0358,0.22,0.35,0.14,0.73,117.472,238267
4178,Too Much Monkey Business,Chuck Berry,0.678,0.83,-5.901,0.128,0.813,0.0,0.267,0.853,93.275,174133
4179,Swing To Bop,Charlie Christian,0.731,0.459,-13.566,0.0503,0.967,0.87,0.112,0.875,110.457,540200
4180,A Hazy Shade of Winter,Simon & Garfunkel,0.491,0.611,-10.365,0.029,0.16,5.89e-06,0.391,0.966,142.099,137467
4181,LFO,LFO,0.738,0.747,-16.897,0.069,0.0397,0.919,0.351,0.644,124.678,319267
4182,Welcome to Paradise,Green Day,0.37,0.96,-4.162,0.0378,0.000241,0.0116,0.0563,0.717,89.428,224133
4183,Rockin' All Over The World,John Fogerty,0.435,0.956,-4.401,0.178,0.146,1.51e-05,0.928,0.604,155.125,199200
4184,Kill All Hippies,Primal Scream,0.47,0.97,-5.175,0.0643,0.000516,0.711,0.321,0.642,166.009,297467
4185,I've Seen Footage,Death Grips,0.603,0.944,-3.626,0.347,0.0481,0.0,0.342,0.418,130.035,202853
4186,"Betcha By Golly, Wow",The Stylistics,0.51,0.604,-10.59,0.0323,0.804,8.31e-05,0.442,0.5,146.592,228333
4187,Another Day - Remastered 2012,Paul McCartney,0.7,0.335,-13.534,0.034,0.293,0.00845,0.0872,0.824,122.243,222533
4188,Ashes of American Flags,Wilco,0.344,0.351,-12.206,0.0342,0.879,0.221,0.0791,0.206,67.017,284027
4189,Supernova,Liz Phair,0.517,0.758,-10.457,0.0363,0.000362,0.723,0.332,0.705,130.708,168840
4190,1952 Vincent Black Lightning,Richard Thompson,0.488,0.209,-19.549,0.0369,0.374,5.05e-06,0.103,0.362,120.63,283493
4191,Hang Me Up to Dry,Cold War Kids,0.508,0.921,-2.807,0.0314,0.0218,0.00118,0.499,0.635,92.457,218787
4192,Murder She Wrote,Chaka Demus & Pliers,0.866,0.766,-7.562,0.161,0.0314,0.000987,0.284,0.89,95.091,244533
4193,Aerodynamic,Daft Punk,0.624,0.911,-7.482,0.0524,0.328,0.861,0.0727,0.135,122.902,212547
4194,Yesterday Once More,Carpenters,0.254,0.38,-13.806,0.0337,0.672,0.0,0.379,0.408,168.496,233533
4195,Need You Now,Hot Chip,0.693,0.712,-9.238,0.0469,0.012,0.697,0.11,0.15,120.016,285565
4196,Pump Up The Jam,Technotronic,0.894,0.855,-9.215,0.073,0.0152,3.79e-06,0.0492,0.691,124.608,320307
4197,Come And Get It - Remastered 2010,Badfinger,0.616,0.629,-6.9,0.0263,0.0285,1.32e-06,0.208,0.606,94.004,143213
4198,Trouble,Coldplay,0.565,0.546,-7.496,0.0314,0.189,0.0015,0.17,0.195,139.757,273427
4199,Better Be Home Soon,Crowded House,0.437,0.373,-14.846,0.028,0.261,1.2e-06,0.0984,0.355,93.519,187667
4200,I Kissed A Girl,Katy Perry,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996,179640
4201,Gallows Pole,Led Zeppelin,0.408,0.8,-9.808,0.0333,0.0826,0.00292,0.138,0.339,105.916,296267
4202,Sunday Mornin' Comin' Down,Kris Kristofferson,0.515,0.263,-15.13,0.0383,0.474,0.000138,0.111,0.519,78.904,270707
4203,Higher Than the Stars,The Pains Of Being Pure At Heart,0.385,0.902,-6.258,0.041,8.87e-05,0.808,0.347,0.582,159.786,230173
4204,Never Gonna Give You Up,Rick Astley,0.728,0.974,-8.134,0.0408,0.0936,1.54e-05,0.0855,0.923,113.325,213453
4205,Hey Nineteen,Steely Dan,0.965,0.369,-11.059,0.0508,0.0643,0.00403,0.0298,0.739,119.667,308973
4206,Body and Soul,Billie Holiday,0.424,0.197,-11.358,0.0467,0.971,0.0,0.277,0.279,79.054,176960
4207,Go With The Flow,Queens of the Stone Age,0.246,0.991,-3.903,0.087,0.00944,0.0753,0.867,0.415,159.39,187147
4208,Attracting Flies,AlunaGeorge,0.762,0.907,-3.378,0.0577,0.0648,7.55e-05,0.193,0.895,98.006,188960
4209,Johnny Come Home,Fine Young Cannibals,0.775,0.882,-6.96,0.0458,0.00898,0.000247,0.0628,0.963,133.62,211507
4210,Stray Cat Strut,Stray Cats,0.671,0.454,-14.324,0.0385,0.169,0.00735,0.0871,0.681,132.109,195067
4211,This Ain't No Picnic,Minutemen,0.446,0.847,-9.58,0.22,0.00387,0.0,0.153,0.586,155.748,117733
4212,Baby Let's Play House,Elvis Presley,0.675,0.58,-12.835,0.046,0.579,0.0877,0.143,0.938,103.968,138800
4213,Rabbit In Your Headlights,UNKLE,0.166,0.579,-9.006,0.0523,0.0664,0.0132,0.163,0.185,75.05,377173
4214,Makin' Whoopee,Eddie Cantor,0.435,0.239,-10.646,0.0477,0.907,1.2e-06,0.0682,0.548,80.641,191800
4215,93 'Til Infinity,Souls Of Mischief,0.59,0.672,-11.792,0.412,0.125,1.04e-06,0.147,0.688,206.247,286440
4216,My Girl,Madness,0.677,0.914,-4.329,0.0415,0.105,0.00429,0.0685,0.761,119.608,165013
4217,Dreadlock Holiday,10cc,0.837,0.38,-13.341,0.064,0.541,0.00789,0.198,0.892,104.995,267947
4218,4'33'',John Cage,0.146,2.03e-05,-60.0,0.418,0.0,0.971,0.102,0.974,54.622,273067
4219,World Leader Pretend,R.E.M.,0.588,0.587,-12.354,0.0294,0.0144,7.64e-05,0.113,0.681,129.001,259733
4220,Time Bomb,Rancid,0.646,0.962,-4.862,0.0536,0.138,0.0,0.471,0.961,164.79,144333
4221,Volver,Carlos Gardel,0.405,0.336,-12.455,0.0434,0.986,0.301,0.237,0.639,90.982,174292
4222,I Only Want To Be With You - Mono,Dusty Springfield,0.604,0.743,-7.659,0.0305,0.429,0.0,0.169,0.962,132.721,155333
4223,Policy of Truth,Depeche Mode,0.685,0.64,-7.327,0.0276,0.00942,0.222,0.126,0.386,114.209,294040
4224,Pay to Cum,Bad Brains,0.126,0.914,-12.613,0.116,0.0017,0.0216,0.291,0.369,160.639,85640
4225,Father Stretch My Hands Pt. 1,Kanye West,0.724,0.573,-4.113,0.0549,0.118,0.0,0.538,0.438,113.088,135920
4226,A Song For The Lovers,Richard Ashcroft,0.389,0.923,-6.668,0.0475,0.0397,0.00105,0.114,0.49,154.127,326160
4227,Confide In Me - Master Mix,Kylie Minogue,0.518,0.639,-9.792,0.0381,0.0466,0.198,0.0741,0.352,102.885,351867
4228,Ain't No Way,Aretha Franklin,0.389,0.246,-12.545,0.0311,0.822,0.000202,0.105,0.26,135.641,254240
4229,Christmas (Baby Please Come Home),Darlene Love,0.325,0.759,-7.146,0.053,0.395,0.000362,0.0773,0.36,126.627,166453
4230,Surfin' Safari - Remastered,The Beach Boys,0.542,0.785,-5.251,0.0439,0.795,2.3e-05,0.102,0.967,158.37,126640
4231,This Tornado Loves You,Neko Case,0.479,0.714,-4.99,0.034,0.596,2.35e-06,0.112,0.283,132.966,199227
4232,Blockbuster,Sweet,0.553,0.83,-7.777,0.074,0.00376,0.736,0.935,0.647,127.228,192067
4233,Straight to You,Nick Cave & The Bad Seeds,0.225,0.778,-7.249,0.0401,0.000325,0.0416,0.209,0.413,147.303,274973
4234,Let's Go To Bed,The Cure,0.783,0.925,-3.818,0.068,0.388,0.119,0.292,0.692,128.093,212741
4235,Tonight's the Night,The Shirelles,0.462,0.514,-8.976,0.0269,0.461,1.87e-06,0.0399,0.955,156.35,119092
4236,Alice's Restaurant Massacree,Arlo Guthrie,0.561,0.366,-14.14,0.327,0.851,0.0,0.813,0.646,78.659,1116933
4237,The Sweat Descends,Les Savy Fav,0.444,0.939,-5.428,0.0876,0.00326,0.103,0.321,0.539,148.287,255000
4238,Looking For A Kiss,New York Dolls,0.47,0.701,-12.691,0.0346,0.0017,0.0,0.324,0.818,140.968,198400
4239,Slippin' And Slidin' (Peepin' And Hidin'),Little Richard,0.523,0.842,-8.082,0.0559,0.686,0.000353,0.281,0.964,175.782,159493
4240,My Perfect Cousin,The Undertones,0.514,0.85,-10.525,0.0487,0.00448,0.00243,0.0594,0.372,158.661,156093
4241,Do It Again - Remastered 2001,The Beach Boys,0.725,0.577,-6.487,0.0336,0.609,0.00112,0.242,0.826,117.691,146373
4242,Old Time Rock And Roll - Remastered,Bob Seger,0.715,0.938,-3.01,0.0402,0.205,0.0,0.0574,0.964,124.128,195253
4243,Continental Shelf,Preoccupations,0.414,0.912,-6.142,0.0509,0.000533,0.943,0.159,0.603,114.421,198514
4244,Not Fade Away,The Rolling Stones,0.756,0.855,-8.71,0.0598,0.00906,0.686,0.127,0.89,113.322,107587
4245,Mil Horas,Los Abuelos De La Nada,0.697,0.386,-11.746,0.0798,0.306,0.0,0.0682,0.554,99.796,170547
4246,Nobody But Me,The Human Beinz,0.568,0.75,-8.913,0.0466,0.0731,0.0,0.121,0.407,75.82,140440
4247,Gabriel,Roy Davis JR feat Peven Everett,0.837,0.422,-10.053,0.0418,0.0242,0.207,0.0783,0.428,128.615,446507
4248,Kiss It Better,Rihanna,0.619,0.806,-4.8,0.0483,0.272,0.0,0.0671,0.877,95.0,253080
4249,"Peppermint Twist, Pt. 1",Joey Dee & The Starliters,0.426,0.69,-9.422,0.0741,0.714,0.0,0.807,0.866,198.712,120346
4250,BORN FREE,M.I.A.,0.396,0.895,-1.753,0.0704,0.032,0.0125,0.165,0.182,96.176,247493
4251,Keep A Knockin,Little Richard,0.317,0.932,-8.738,0.0875,0.0233,2.35e-06,0.0767,0.951,170.308,137067
4252,Country Girl,Primal Scream,0.473,0.956,-3.171,0.102,0.000305,9.81e-05,0.529,0.328,124.249,271333
4253,East St. Louis Toodle-Oo,Duke Ellington & His Washingtonians,0.677,0.454,-8.319,0.0487,0.98,0.832,0.129,0.558,79.011,183560
4254,Holiday / Boulevard of Broken Dreams,Green Day,0.29,0.827,-3.451,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,493400
4255,Dance Apocalyptic,Janelle Monáe,0.578,0.777,-7.572,0.243,0.261,0.00318,0.223,0.65,205.749,205200
4256,Sunday Girl - Remastered,Blondie,0.617,0.694,-7.393,0.0432,0.0252,6.57e-06,0.319,0.878,146.318,185560
4257,Man in the Box,Alice In Chains,0.337,0.849,-4.604,0.0456,0.00136,0.0,0.0904,0.685,106.395,286707
4258,Honey Suckle Rose (11-07-34),Fats Waller,0.725,0.167,-16.682,0.0762,0.991,0.191,0.191,0.538,153.779,160773
4259,Between the Wars,Billy Bragg,0.6,0.242,-8.663,0.027,0.859,0.0,0.161,0.389,96.063,150507
4260,Wasted Days And Wasted Nights,Freddy Fender,0.706,0.417,-8.841,0.0349,0.503,3.48e-06,0.47,0.881,88.49,171762
4261,30 Seconds Over Tokyo,Pere Ubu,0.395,0.644,-9.819,0.0797,0.0391,0.0,0.629,0.283,122.35,381339
4262,Feed The Tree,Belly,0.554,0.711,-8.306,0.0275,0.0034,0.701,0.0606,0.866,137.969,209000
4263,Beyond the Sea,Bobby Darin,0.521,0.516,-7.456,0.0369,0.723,0.0,0.257,0.569,136.483,172480
4264,Four Brothers,Woody Herman & His Orchestra,0.61,0.483,-9.544,0.0481,0.67,0.0,0.305,0.867,109.762,195400
4265,It's No Good,Depeche Mode,0.599,0.753,-6.466,0.0344,0.00748,0.0533,0.083,0.186,99.108,358520
4266,Mr. E's Beautiful Blues,Eels,0.663,0.726,-6.626,0.0268,0.0528,0.00058,0.35,0.454,114.099,258267
4267,Snakeskin,Deerhunter,0.574,0.896,-5.302,0.0369,3.09e-05,0.0127,0.48,0.773,94.014,260707
4268,Teardrops,Womack & Womack,0.866,0.689,-10.992,0.0464,0.0887,0.108,0.283,0.969,133.17,228933
4269,Wall of Death,Richard & Linda Thompson,0.612,0.45,-15.416,0.0294,0.453,0.0,0.198,0.801,111.805,222333
4270,Göttingen,Barbara,0.479,0.275,-9.544,0.0399,0.791,0.0,0.156,0.353,86.769,165400
4271,Honey,Moby,0.829,0.733,-8.59,0.0342,0.128,0.194,0.078,0.685,102.128,208667
4272,The Weeping Song,Nick Cave & The Bad Seeds,0.416,0.723,-9.793,0.136,0.204,4.89e-06,0.116,0.719,170.3,265147
4273,Goodbye Stranger - 2010 Remastered,Supertramp,0.42,0.668,-7.35,0.0517,0.607,0.016,0.0585,0.338,125.391,350573
4274,Roc Boys (And The Winner Is)...,JAY-Z,0.692,0.905,-2.302,0.26,0.0338,0.0,0.123,0.641,94.483,251751
4275,Warm Heart Of Africa,The Very Best,0.84,0.727,-6.021,0.102,0.00683,3.11e-06,0.283,0.907,106.009,227587
4276,Closer to Fine,Indigo Girls,0.54,0.677,-6.349,0.0286,0.368,0.0,0.224,0.748,98.339,241600
4277,Love Hurts - Remastered Version,Gram Parsons,0.461,0.296,-11.496,0.026,0.256,1.81e-05,0.0871,0.303,137.252,222293
4278,Lamento Boliviano,Los Enanitos Verdes,0.715,0.69,-8.172,0.0307,0.192,0.000657,0.11,0.676,123.555,223147
4279,Travelin' Man,Ricky Nelson,0.731,0.441,-9.454,0.0317,0.724,0.0,0.16,0.897,122.838,143120
4280,The Modern World,The Jam,0.388,0.825,-10.555,0.0557,0.0015,3.94e-06,0.138,0.853,159.744,150627
4281,Waterfall - Remastered,The Stone Roses,0.491,0.686,-8.22,0.0289,0.0236,0.269,0.451,0.436,103.707,278827
4282,Lipstick Vogue,Elvis Costello & The Attractions,0.321,0.881,-6.966,0.0653,0.00505,0.00702,0.152,0.509,149.658,213413
4283,I Heard Her Call My Name,The Velvet Underground,0.242,0.972,-5.901,0.118,0.394,0.00506,0.0542,0.457,143.551,278373
4284,"Turn the Beat Around - 7"" Single Edit",Vicki Sue Robinson,0.699,0.923,-4.723,0.103,0.534,0.0,0.238,0.739,131.297,203413
4285,Must of Got Lost,The J. Geils Band,0.53,0.516,-12.378,0.0793,0.41,0.00182,0.0532,0.738,103.922,178240
4286,More Than Words,Extreme,0.621,0.144,-14.201,0.0298,0.464,0.0,0.12,0.255,91.354,335947
4287,Touch Too Much,AC/DC,0.524,0.906,-4.301,0.0963,0.037,3.64e-05,0.309,0.605,123.1,266267
4288,Sitting On Top Of The World,Mississippi Sheiks,0.463,0.244,-7.748,0.0311,0.982,2.58e-06,0.292,0.414,93.868,181800
4289,Carry On,"Crosby, Stills, Nash & Young",0.463,0.495,-12.203,0.041,0.059,1.25e-06,0.271,0.532,118.505,265933
4290,Out Of Time,The Rolling Stones,0.654,0.62,-10.768,0.0813,0.633,0.0,0.167,0.724,126.713,336893
4291,Inhaler,Foals,0.536,0.73,-7.606,0.0427,0.0036,0.668,0.183,0.438,97.206,292547
4292,Riders In the Sky,Vaughn Monroe,0.428,0.587,-5.039,0.0327,0.957,2.09e-05,0.19,0.336,126.574,176707
4293,"James Bond Theme (From ""Dr. No."")",John Barry Orchestra,0.449,0.483,-12.753,0.033,0.854,0.00914,0.118,0.137,142.542,106933
4294,$1000 Wedding - Remastered Version,Gram Parsons,0.456,0.336,-10.364,0.0243,0.503,0.000716,0.0971,0.237,77.278,303187
4295,The Way It Is,Bruce Hornsby,0.582,0.689,-12.203,0.0277,0.607,0.0571,0.145,0.531,111.166,297853
4296,Heart Of The City (Ain't No Love),JAY-Z,0.602,0.947,-3.924,0.289,0.0808,0.00358,0.313,0.802,171.026,223240
4297,A Little Less Conversation - JXL Radio Edit Remix,Elvis Presley,0.586,0.935,-9.386,0.0482,0.000155,0.277,0.159,0.58,114.997,211173
4298,My Favourite Dress,The Wedding Present,0.428,0.969,-10.611,0.0608,0.000863,0.535,0.326,0.434,143.757,254533
4299,Sun Is Shining - De Luxe Edit,Funkstar De Luxe,0.706,0.961,-3.609,0.057,0.000946,0.0653,0.117,0.928,130.027,234000
4300,Khe Sanh,Cold Chisel,0.464,0.913,-4.215,0.18,0.141,0.0,0.173,0.667,164.092,250670
4301,Have I Told You Lately?,Van Morrison,0.314,0.495,-8.73,0.0307,0.438,0.0218,0.116,0.181,143.096,261520
4302,Nobody Beats the Biz (Best Of),Biz Markie,0.806,0.772,-9.4,0.296,0.218,0.0,0.154,0.624,97.218,303760
4303,Am I Evil,Diamond Head,0.197,0.885,-11.437,0.0664,2.22e-05,0.000981,0.126,0.332,158.964,468067
4304,Bullet The Blue Sky - Remastered 2007,U2,0.324,0.627,-10.182,0.0441,0.00876,0.485,0.118,0.449,152.57,271547
4305,Run,Snow Patrol,0.371,0.64,-6.02,0.0301,0.000464,4.43e-05,0.168,0.197,74.537,354547
4306,Marrakesh Express - 2005 Remaster,"Crosby, Stills & Nash",0.571,0.557,-15.439,0.211,0.138,0.000203,0.381,0.746,107.953,156680
4307,Hymne à l'amour,Édith Piaf,0.218,0.39,-6.757,0.0393,0.953,0.00113,0.32,0.211,69.411,207227
4308,You Should Be Dancing,Bee Gees,0.682,0.781,-8.512,0.0328,0.0118,0.195,0.317,0.962,123.021,257560
4309,Unbelievable - 2005 Remaster,The Notorious B.I.G.,0.769,0.791,-7.679,0.261,0.179,0.000642,0.258,0.768,182.949,223707
4310,Suck My Kiss,Red Hot Chili Peppers,0.623,0.936,-9.955,0.0528,0.000617,9.86e-05,0.269,0.705,101.514,217133
4311,Bomb Intro / Pass That Dutch,Missy Elliott,0.899,0.645,-11.621,0.271,0.0435,0.101,0.358,0.348,110.895,217200
4312,Blasphemous Rumours,Depeche Mode,0.718,0.72,-8.813,0.0349,0.228,0.00137,0.0612,0.282,119.758,381880
4313,Falling And Laughing - Postcard version,Orange Juice,0.534,0.734,-9.664,0.0433,0.0164,0.000697,0.07,0.591,140.876,240707
4314,Strictly Business,EPMD,0.712,0.895,-4.212,0.254,0.181,1.8e-05,0.108,0.727,96.338,285413
4315,Pop The Glock,Uffie,0.933,0.549,-7.69,0.111,0.322,0.0,0.148,0.399,112.013,210307
4316,Don't Do Me Like That,Tom Petty and the Heartbreakers,0.758,0.805,-4.243,0.0279,0.211,1.53e-05,0.0982,0.961,116.543,161787
4317,Don't Come Around Here No More,Tom Petty and the Heartbreakers,0.514,0.633,-12.02,0.0316,0.000484,0.00697,0.0536,0.9,160.2,306600
4318,Big Sur,The Thrills,0.557,0.859,-4.198,0.0321,0.0644,0.000214,0.362,0.819,130.061,189160
4319,To Hell With Good Intentions,Mclusky,0.265,0.889,-6.651,0.121,0.000241,4.83e-06,0.356,0.591,159.068,145533
4320,Message personnel - Remasterisé en 2013,Françoise Hardy,0.366,0.412,-11.122,0.0367,0.641,0.0731,0.126,0.177,127.383,256507
4321,Sowing The Seeds Of Love,Tears For Fears,0.209,0.795,-7.241,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,376733
4322,The Battle Of New Orleans,Johnny Horton,0.709,0.824,-9.663,0.131,0.796,0.0,0.153,0.915,177.301,151693
4323,Why Can't We Be Friends?,War,0.784,0.726,-7.195,0.0384,0.244,0.0,0.116,0.96,91.906,226867
4324,Let's Stick Together,Bryan Ferry,0.785,0.892,-4.71,0.0356,0.0711,0.00051,0.113,0.974,120.115,179160
4325,When Something Is Wrong With My Baby,Sam & Dave,0.444,0.295,-9.098,0.0296,0.474,0.000715,0.0929,0.245,137.529,195867
4326,New Noise,Refused,0.68,0.763,-8.158,0.0908,0.0045,0.00462,0.106,0.385,105.902,312720
4327,"Reasons To Be Cheerful, Part 3",Ian Dury & The Blockheads,0.842,0.706,-9.714,0.134,0.0263,2.95e-05,0.554,0.796,118.157,283813
4328,Suds & Soda,dEUS,0.149,0.79,-7.93,0.052,8.51e-05,0.000248,0.0903,0.39,170.298,313841
4329,Sebastian,Steve Harley & Cockney Rebel,0.268,0.256,-13.114,0.035,0.425,1.32e-05,0.0525,0.203,134.21,417507
4330,"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",U2,0.367,0.838,-6.977,0.0423,7.67e-05,0.219,0.179,0.336,171.674,285160
4331,You Could Be Mine,Guns N' Roses,0.353,0.982,-5.652,0.128,0.0119,0.399,0.488,0.346,150.908,343640
4332,Christine’s Tune,The Flying Burrito Brothers,0.493,0.661,-12.921,0.0303,0.000155,0.0163,0.0755,0.923,97.8,185093
4333,Strangelove,Depeche Mode,0.652,0.625,-14.728,0.0386,0.212,0.03,0.164,0.727,118.872,296720
4334,Fight Test,The Flaming Lips,0.49,0.985,-2.386,0.0639,0.0404,1.77e-05,0.304,0.886,82.043,256720
4335,Okie From Muskogee,Merle Haggard,0.698,0.45,-10.746,0.0473,0.546,1.27e-06,0.663,0.732,142.303,159507
4336,Behind Closed Doors,Charlie Rich,0.472,0.338,-11.196,0.0273,0.85,0.000221,0.0761,0.522,85.66,174827
4337,Belfast Child - Remastered 2002,Simple Minds,0.163,0.51,-8.414,0.0415,0.341,0.0638,0.0945,0.325,162.086,402173
4338,Another Saturday Night,Sam Cooke,0.781,0.667,-7.686,0.0522,0.427,0.0,0.0903,0.966,123.105,160000
4339,Banana Boat (Day-O),Harry Belafonte,0.797,0.105,-16.881,0.0969,0.885,0.000116,0.108,0.419,122.545,183133
4340,Babylon,David Gray,0.737,0.543,-10.403,0.0374,0.0598,0.01,0.103,0.256,112.016,265667
4341,March Madness,Future,0.406,0.661,-5.142,0.311,0.173,0.0,0.101,0.335,180.206,244613
4342,The Fall,Rhye,0.652,0.621,-12.733,0.038,0.342,0.651,0.177,0.75,104.996,224680
4343,Das Zelt,Jeans Team,0.75,0.781,-9.746,0.0387,0.0253,0.00451,0.218,0.478,134.927,263413
4344,Risingson,Massive Attack,0.521,0.892,-6.905,0.115,0.0242,0.681,0.0667,0.299,164.049,298827
4345,While You See A Chance,Steve Winwood,0.599,0.718,-8.203,0.0281,0.382,0.000124,0.0636,0.42,129.389,312773
4346,Rock Me Baby,B.B. King,0.841,0.285,-13.804,0.0398,0.6,0.00208,0.0804,0.759,89.745,179962
4347,This Is How We Do It,Montell Jordan,0.775,0.613,-9.831,0.145,0.0413,0.0,0.5,0.789,103.65,277014
4348,Even Better Than The Real Thing,U2,0.509,0.747,-6.774,0.0305,0.00118,0.00107,0.177,0.637,128.597,221373
4349,Hold What You've Got,Joe Tex,0.378,0.308,-12.57,0.0701,0.775,0.0,0.118,0.322,203.081,189853
4350,I Want To Break Free - Remastered 2011,Queen,0.875,0.407,-10.505,0.0376,0.0769,0.000785,0.116,0.777,109.088,198773
4351,Walk Idiot Walk,The Hives,0.623,0.947,-3.934,0.103,0.00386,0.00575,0.582,0.684,146.318,211813
4352,If It Makes You Happy,Sheryl Crow,0.385,0.751,-5.051,0.0329,0.04,9.9e-05,0.107,0.303,190.941,319907
4353,Ain't No Love In The Heart Of The City,"Bobby ""Blue"" Bland",0.49,0.71,-7.025,0.0557,0.248,0.0193,0.13,0.667,159.858,231267
4354,Fear Is A Man's Best Friend,John Cale,0.679,0.542,-11.953,0.042,0.832,0.0104,0.0495,0.703,109.011,232840
4355,La mauvaise réputation,Georges Brassens,0.688,0.141,-16.521,0.34,0.943,0.0,0.117,0.76,122.091,135040
4356,It's Tight Like That,Tampa Red,0.534,0.182,-18.429,0.198,0.995,0.941,0.119,0.827,200.412,184627
4357,China Girl,Iggy Pop,0.411,0.79,-11.156,0.055,0.00132,0.107,0.423,0.447,124.351,308467
4358,What Goes On,The Velvet Underground,0.461,0.42,-11.423,0.0355,6.77e-05,0.919,0.112,0.42,119.376,295067
4359,Jesus Alone,Nick Cave & The Bad Seeds,0.277,0.492,-12.033,0.0383,0.343,0.878,0.108,0.126,155.277,352253
4360,Being with You,Smokey Robinson,0.651,0.363,-12.477,0.0274,0.696,0.0,0.098,0.653,108.015,240307
4361,Take Care,Drake,0.629,0.515,-10.358,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,277387
4362,Infected,The The,0.51,0.98,-3.988,0.132,0.00292,0.0251,0.125,0.521,92.915,288733
4363,Persiana Americana - Remasterizado 2007,Soda Stereo,0.603,0.929,-4.549,0.0407,0.0121,0.00217,0.131,0.537,101.208,292267
4364,Ramblin' Gamblin' Man - Remastered,Bob Seger,0.575,0.858,-2.917,0.0452,0.0225,0.0,0.0773,0.862,130.814,145187
4365,Buzzin' Fly,Tim Buckley,0.456,0.323,-13.053,0.0337,0.711,0.032,0.204,0.418,120.937,364160
4366,La Rock 01,Vitalic,0.635,0.697,-5.567,0.0733,1.6e-06,0.932,0.358,0.564,136.493,326040
4367,Misunderstood,Wilco,0.297,0.404,-10.59,0.0418,0.387,0.158,0.14,0.354,80.695,388267
4368,Ex Lion Tamer - 2006 Remaster,Wire,0.343,0.856,-4.666,0.085,0.259,0.000673,0.224,0.679,161.846,139693
4369,Happy House,Siouxsie and the Banshees,0.543,0.705,-8.062,0.0465,0.0111,0.188,0.237,0.334,119.252,231707
4370,I Believe I Can Fly,R. Kelly,0.544,0.473,-5.875,0.0297,0.163,0.0,0.112,0.0574,120.459,320560
4371,A Little God In My Hands,Swans,0.474,0.647,-9.201,0.0453,0.145,0.00527,0.195,0.272,84.427,428173
4372,F.E.A.R.,Ian Brown,0.523,0.713,-6.381,0.0351,0.232,0.000581,0.0784,0.459,159.949,271827
